@relation S1 datasets
@attribute f1 numeric
@attribute f2 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
7.9638e+05,3.0956e+05,1
8.1977e+05,3.466e+05,1
8.146e+05,3.5438e+05,1
8.0056e+05,3.1936e+05,1
8.0209e+05,3.1346e+05,1
8.144e+05,3.4123e+05,1
7.9661e+05,3.1969e+05,1
7.7613e+05,2.4846e+05,1
8.0346e+05,3.2909e+05,1
8.0265e+05,3.1789e+05,1
8.0955e+05,3.2736e+05,1
7.9532e+05,3.1118e+05,1
8.3045e+05,3.931e+05,1
7.7841e+05,2.6073e+05,1
8.0004e+05,3.1833e+05,1
8.0281e+05,3.2013e+05,1
8.0274e+05,3.1223e+05,1
8.2391e+05,3.6944e+05,1
8.0339e+05,3.1898e+05,1
8.1287e+05,3.4625e+05,1
7.989e+05,3.2442e+05,1
8.0045e+05,3.3164e+05,1
8.0745e+05,3.4256e+05,1
8.0425e+05,3.2996e+05,1
7.9759e+05,3.0211e+05,1
8.0345e+05,3.148e+05,1
7.655e+05,2.4034e+05,1
7.9553e+05,3.1551e+05,1
7.9464e+05,3.135e+05,1
8.0872e+05,3.3574e+05,1
7.9093e+05,3.0522e+05,1
8.1685e+05,3.5296e+05,1
8.2623e+05,3.7666e+05,1
7.953e+05,3.1204e+05,1
8.0869e+05,3.3221e+05,1
8.0959e+05,3.4487e+05,1
7.9928e+05,3.2411e+05,1
8.7818e+05,4.8739e+05,13
7.9847e+05,3.2222e+05,1
8.2482e+05,3.6709e+05,1
7.4677e+05,2.0519e+05,4
7.567e+05,2.0722e+05,4
7.9549e+05,2.8728e+05,1
8.0048e+05,3.2071e+05,1
7.8349e+05,2.8803e+05,1
7.9716e+05,3.0614e+05,1
8.0027e+05,3.1617e+05,1
8.0683e+05,3.2462e+05,1
8.0285e+05,3.1494e+05,1
8.008e+05,3.1662e+05,1
8.1317e+05,3.5478e+05,1
8.0159e+05,3.1981e+05,1
7.974e+05,3.1578e+05,1
8.2384e+05,3.6841e+05,1
8.1139e+05,3.4384e+05,1
8.0106e+05,3.2183e+05,1
8.0404e+05,3.0662e+05,1
8.0378e+05,3.3444e+05,1
8.3417e+05,3.8616e+05,1
8.0278e+05,3.1385e+05,1
8.0729e+05,3.4746e+05,1
8.1712e+05,3.3633e+05,1
7.8664e+05,2.6935e+05,1
8.2462e+05,3.8172e+05,1
7.9742e+05,3.1984e+05,1
8.0077e+05,3.2502e+05,1
8.0663e+05,3.1897e+05,1
8.0084e+05,3.1184e+05,1
7.6939e+05,2.5989e+05,1
7.9727e+05,3.2423e+05,1
8.0741e+05,3.2553e+05,1
7.9584e+05,2.9187e+05,1
7.9832e+05,3.1966e+05,1
8.0537e+05,3.134e+05,1
7.9074e+05,3.0803e+05,1
8.0067e+05,3.16e+05,1
7.952e+05,3.1643e+05,1
8.0905e+05,3.4554e+05,1
8.0845e+05,3.2012e+05,1
7.799e+05,2.7957e+05,1
7.8264e+05,2.7531e+05,1
7.9757e+05,3.218e+05,1
8.0175e+05,3.1811e+05,1
7.8764e+05,2.9772e+05,1
8.074e+05,3.1461e+05,1
8.0068e+05,3.1066e+05,1
8.0039e+05,3.0147e+05,1
7.9557e+05,3.1009e+05,1
8.1416e+05,3.3558e+05,1
8.1191e+05,3.2509e+05,1
8.0698e+05,3.1668e+05,1
7.756e+05,2.7448e+05,1
8.0013e+05,3.2708e+05,1
8.0651e+05,3.1384e+05,1
8.038e+05,3.1489e+05,1
8.0201e+05,3.1832e+05,1
8.2679e+05,3.7768e+05,1
8.1411e+05,3.441e+05,1
8.0435e+05,3.0967e+05,1
8.0702e+05,3.3043e+05,1
8.0377e+05,3.3476e+05,1
8.1741e+05,3.4694e+05,1
8.4193e+05,3.9895e+05,1
8.1614e+05,3.4903e+05,1
8.1862e+05,3.7075e+05,1
7.8624e+05,2.9235e+05,1
7.8416e+05,2.857e+05,1
8.0539e+05,3.1968e+05,1
7.9077e+05,3.0364e+05,1
8.0328e+05,3.1952e+05,1
8.3318e+05,3.7971e+05,1
7.7302e+05,2.5183e+05,1
8.0161e+05,3.204e+05,1
7.7896e+05,2.8229e+05,1
8.1432e+05,3.3311e+05,1
8.0508e+05,3.2371e+05,1
8.0108e+05,3.1805e+05,1
7.9972e+05,3.1888e+05,1
7.9806e+05,3.1611e+05,1
8.0618e+05,3.203e+05,1
7.6988e+05,2.5767e+05,1
8.2572e+05,3.731e+05,1
7.9198e+05,2.9856e+05,1
8.0139e+05,3.1354e+05,1
8.0487e+05,3.178e+05,1
8.109e+05,3.3292e+05,1
8.3828e+05,3.9567e+05,1
8.1054e+05,3.4118e+05,1
7.7798e+05,2.5242e+05,1
8.2026e+05,3.5116e+05,1
8.02e+05,3.1938e+05,1
7.7944e+05,2.8196e+05,1
8.1025e+05,3.2387e+05,1
7.9483e+05,3.0959e+05,1
8.1428e+05,3.4422e+05,1
8.3265e+05,3.7347e+05,1
7.9414e+05,3.067e+05,1
8.0204e+05,3.195e+05,1
8.0419e+05,3.2071e+05,1
7.9898e+05,3.2568e+05,1
8.4046e+05,4.0286e+05,1
7.9991e+05,3.2336e+05,1
8.0412e+05,3.2854e+05,1
8.0436e+05,3.208e+05,1
8.0306e+05,3.3104e+05,1
8.0303e+05,3.2581e+05,1
7.8415e+05,2.8376e+05,1
8.0044e+05,3.115e+05,1
8.02e+05,3.1777e+05,1
8.0347e+05,3.1907e+05,1
8.1128e+05,3.3558e+05,1
8.0333e+05,3.1549e+05,1
8.0004e+05,3.1796e+05,1
8.1344e+05,3.6045e+05,1
8.0069e+05,3.1679e+05,1
8.3813e+05,4.0401e+05,1
7.65e+05,2.4948e+05,1
8.0032e+05,3.117e+05,1
8.0685e+05,3.2054e+05,1
8.0546e+05,3.1783e+05,1
7.9831e+05,3.1279e+05,1
8.0266e+05,3.1626e+05,1
8.0146e+05,3.2008e+05,1
8.0131e+05,3.1821e+05,1
8.4089e+05,3.9789e+05,1
8.2953e+05,3.7501e+05,1
8.308e+05,3.708e+05,1
8.0498e+05,3.3414e+05,1
8.0401e+05,3.1608e+05,1
8.0849e+05,3.1702e+05,1
7.7011e+05,2.4162e+05,1
8.0433e+05,3.1901e+05,1
8.3366e+05,3.8973e+05,1
7.9783e+05,2.9733e+05,1
7.9496e+05,3.0998e+05,1
8.0123e+05,3.0708e+05,1
8.0955e+05,3.4226e+05,1
7.9462e+05,3.0563e+05,1
8.0926e+05,3.4563e+05,1
8.115e+05,3.5594e+05,1
8.013e+05,3.1689e+05,1
8.0337e+05,3.1825e+05,1
8.047e+05,3.1588e+05,1
7.9701e+05,2.9319e+05,1
8.1379e+05,3.3461e+05,1
8.1296e+05,3.3022e+05,1
8.2605e+05,3.7424e+05,1
8.0096e+05,3.2231e+05,1
8.034e+05,3.1732e+05,1
8.0225e+05,3.2067e+05,1
7.8312e+05,2.6564e+05,1
7.9863e+05,3.173e+05,1
8.0148e+05,3.2764e+05,1
7.9861e+05,3.264e+05,1
7.99e+05,3.0201e+05,1
8.0254e+05,3.125e+05,1
7.9979e+05,3.1508e+05,1
7.9389e+05,3.1394e+05,1
8.0469e+05,3.3299e+05,1
7.9386e+05,2.9852e+05,1
7.9695e+05,3.1863e+05,1
8.0066e+05,3.2023e+05,1
8.0178e+05,3.1899e+05,1
8.0598e+05,3.208e+05,1
7.9692e+05,3.2333e+05,1
8.209e+05,3.5176e+05,1
8.084e+05,3.1884e+05,1
7.6528e+05,2.4946e+05,1
8.2421e+05,3.6378e+05,1
7.9898e+05,3.1109e+05,1
7.9718e+05,3.1044e+05,1
8.0058e+05,3.1698e+05,1
8.0384e+05,3.1035e+05,1
7.9628e+05,3.1558e+05,1
8.0114e+05,3.176e+05,1
8.0166e+05,3.1842e+05,1
8.0178e+05,3.1828e+05,1
8.0338e+05,3.1921e+05,1
8.0393e+05,3.1878e+05,1
8.0619e+05,3.3785e+05,1
7.8958e+05,2.877e+05,1
8.0159e+05,3.1895e+05,1
8.0425e+05,3.313e+05,1
7.9967e+05,3.1683e+05,1
7.5979e+05,2.2912e+05,1
7.9902e+05,3.264e+05,1
7.9368e+05,3.1206e+05,1
8.0632e+05,3.1524e+05,1
7.8623e+05,2.6798e+05,1
8.2115e+05,3.6654e+05,1
8.019e+05,3.1279e+05,1
7.8251e+05,2.7993e+05,1
8.0363e+05,3.1932e+05,1
7.9499e+05,2.9122e+05,1
7.9467e+05,3.1507e+05,1
7.9929e+05,3.175e+05,1
7.9824e+05,3.2416e+05,1
8.0441e+05,3.3768e+05,1
8.1812e+05,3.4868e+05,1
8.105e+05,3.3617e+05,1
7.9356e+05,2.8539e+05,1
8.0133e+05,3.1578e+05,1
8.0864e+05,3.2632e+05,1
8.1364e+05,3.2876e+05,1
8.0097e+05,3.1716e+05,1
7.9711e+05,3.0278e+05,1
8.0243e+05,3.2205e+05,1
8.1106e+05,3.336e+05,1
7.8672e+05,2.8336e+05,1
7.7396e+05,2.3985e+05,1
8.037e+05,3.2182e+05,1
7.8311e+05,2.898e+05,1
8.0024e+05,3.1665e+05,1
8.0742e+05,3.1753e+05,1
7.9795e+05,3.1973e+05,1
8.0504e+05,3.1747e+05,1
8.0117e+05,3.223e+05,1
8.4669e+05,4.2903e+05,13
8.0149e+05,3.2225e+05,1
8.0609e+05,3.2664e+05,1
8.1066e+05,3.2947e+05,1
8.0131e+05,3.0061e+05,1
8.0039e+05,3.0995e+05,1
8.0163e+05,3.1896e+05,1
7.992e+05,3.1422e+05,1
7.9525e+05,2.9649e+05,1
8.077e+05,3.2055e+05,1
8.0046e+05,3.2682e+05,1
8.0117e+05,3.2044e+05,1
8.0978e+05,3.269e+05,1
8.2658e+05,3.6693e+05,1
8.0443e+05,3.1216e+05,1
7.88e+05,2.9227e+05,1
8.0118e+05,3.1619e+05,1
3.7827e+05,8.1634e+05,2
4.0623e+05,8.1307e+05,2
4.0148e+05,7.8537e+05,2
4.4865e+05,8.4799e+05,2
4.3444e+05,8.2287e+05,2
3.692e+05,7.349e+05,2
4.1324e+05,7.716e+05,2
3.6942e+05,7.3339e+05,2
3.7856e+05,7.8967e+05,2
4.2419e+05,7.8005e+05,2
4.1599e+05,7.7667e+05,2
4.2135e+05,7.9913e+05,2
4.3266e+05,7.8378e+05,2
3.8303e+05,7.8801e+05,2
4.1438e+05,7.7126e+05,2
4.2526e+05,7.7366e+05,2
4.6914e+05,8.1097e+05,2
4.4298e+05,8.0302e+05,2
3.4708e+05,8.0358e+05,2
4.128e+05,8.0318e+05,2
3.5287e+05,8.0795e+05,2
4.4229e+05,7.5519e+05,2
4.1643e+05,7.8616e+05,2
4.197e+05,7.9345e+05,2
4.2296e+05,8.216e+05,2
4.0001e+05,7.8945e+05,2
4.2959e+05,7.7562e+05,2
4.5756e+05,7.8824e+05,2
4.1542e+05,7.8583e+05,2
3.8955e+05,7.507e+05,2
4.156e+05,7.865e+05,2
4.4345e+05,7.8398e+05,2
4.0479e+05,7.4921e+05,2
3.8939e+05,7.3077e+05,2
4.7348e+05,8.471e+05,2
4.9161e+05,7.79e+05,2
4.3748e+05,7.8513e+05,2
4.5257e+05,8.4813e+05,2
4.172e+05,7.7824e+05,2
4.0599e+05,7.8744e+05,2
4.3757e+05,7.9432e+05,2
4.2032e+05,7.9433e+05,2
4.1896e+05,7.466e+05,2
4.6942e+05,8.2262e+05,2
3.9769e+05,7.629e+05,2
4.1815e+05,7.901e+05,2
4.0729e+05,7.9887e+05,2
3.6032e+05,7.7867e+05,2
4.738e+05,7.9517e+05,2
4.452e+05,7.6383e+05,2
4.4654e+05,8.2892e+05,2
4.1002e+05,7.327e+05,2
3.9654e+05,8.1594e+05,2
4.0769e+05,7.1859e+05,2
4.1709e+05,7.9254e+05,2
4.4226e+05,7.5405e+05,2
4.1153e+05,7.8466e+05,2
4.0781e+05,7.6582e+05,2
3.9402e+05,8.0391e+05,2
4.8113e+05,7.8141e+05,2
3.9612e+05,7.9461e+05,2
4.5854e+05,7.8667e+05,2
4.1972e+05,7.8972e+05,2
4.2448e+05,7.8155e+05,2
3.7772e+05,7.2735e+05,2
4.4834e+05,7.8944e+05,2
4.1223e+05,7.8745e+05,2
4.0874e+05,8.249e+05,2
4.1702e+05,7.7487e+05,2
3.9527e+05,7.867e+05,2
4.1254e+05,8.0662e+05,2
4.1211e+05,7.3592e+05,2
4.0702e+05,7.8738e+05,2
3.7666e+05,8.1594e+05,2
3.9655e+05,7.8439e+05,2
5.0854e+05,8.3071e+05,2
4.1401e+05,8.1646e+05,2
4.4078e+05,7.824e+05,2
4.3695e+05,8.1446e+05,2
3.9376e+05,7.5095e+05,2
4.1841e+05,7.9593e+05,2
4.2599e+05,7.8703e+05,2
4.1456e+05,7.8736e+05,2
4.0871e+05,8.0399e+05,2
3.7786e+05,8.1179e+05,2
4.1717e+05,7.9232e+05,2
4.6037e+05,7.8061e+05,2
3.8887e+05,7.4691e+05,2
3.9564e+05,8.0857e+05,2
3.8644e+05,7.9139e+05,2
4.4067e+05,7.6876e+05,2
4.3844e+05,7.303e+05,2
3.7084e+05,7.2788e+05,2
4.2292e+05,7.8111e+05,2
3.9156e+05,7.8908e+05,2
4.0267e+05,8.1406e+05,2
4.7437e+05,8.1204e+05,2
4.0618e+05,7.6086e+05,2
4.6377e+05,7.9315e+05,2
4.4631e+05,7.9652e+05,2
4.0231e+05,7.8687e+05,2
4.1395e+05,7.8697e+05,2
4.2505e+05,7.9057e+05,2
4.1693e+05,7.8511e+05,2
4.2402e+05,7.3745e+05,2
4.1745e+05,7.8296e+05,2
4.1567e+05,7.8782e+05,2
4.1602e+05,7.8756e+05,2
4.1752e+05,7.8765e+05,2
4.5923e+05,8.0372e+05,2
4.4783e+05,8.1928e+05,2
4.182e+05,8.5144e+05,2
4.1739e+05,7.7154e+05,2
4.4142e+05,7.8021e+05,2
3.9963e+05,7.5194e+05,2
3.7336e+05,7.8423e+05,2
4.1923e+05,7.7922e+05,2
4.3472e+05,8.0822e+05,2
3.9767e+05,7.9222e+05,2
4.1203e+05,7.7349e+05,2
4.075e+05,8.0336e+05,2
3.6515e+05,7.9052e+05,2
4.5933e+05,8.0596e+05,2
4.2947e+05,8.6086e+05,2
4.8013e+05,7.8558e+05,2
3.4492e+05,7.025e+05,2
4.1097e+05,7.7045e+05,2
4.0746e+05,7.914e+05,2
4.2048e+05,7.505e+05,2
3.9775e+05,7.9221e+05,2
4.0843e+05,7.7182e+05,2
3.9781e+05,7.4956e+05,2
4.2604e+05,8.2505e+05,2
4.0756e+05,7.662e+05,2
4.1432e+05,8.2882e+05,2
4.1061e+05,7.6511e+05,2
4.1239e+05,7.8406e+05,2
4.0634e+05,7.5035e+05,2
4.2242e+05,7.5405e+05,2
4.1604e+05,7.3059e+05,2
4.1451e+05,7.9397e+05,2
3.9848e+05,8.223e+05,2
4.2438e+05,7.2187e+05,2
4.0389e+05,7.9242e+05,2
4.009e+05,7.7292e+05,2
4.0237e+05,7.83e+05,2
4.7292e+05,8.3036e+05,2
4.1862e+05,8.4046e+05,2
3.29e+05,7.2768e+05,2
4.1862e+05,8.1162e+05,2
4.2536e+05,7.4547e+05,2
4.7092e+05,7.7067e+05,2
4.006e+05,7.909e+05,2
4.1285e+05,7.7499e+05,2
4.9242e+05,8.2966e+05,2
4.0008e+05,7.4962e+05,2
4.1767e+05,7.8596e+05,2
4.2472e+05,7.6846e+05,2
3.8642e+05,8.0144e+05,2
4.2669e+05,7.8856e+05,2
4.3075e+05,7.7626e+05,2
4.0571e+05,7.8162e+05,2
4.2922e+05,7.8735e+05,2
