@relation noise datasets
@attribute f1 numeric
@attribute f2 numeric
@attribute class {0,1,2,3,4,5,6,7,8,-1}

@data
0.5261,0.42291,7
0.52598,0.41762,7
0.52576,0.40328,7
0.51701,0.41949,7
0.52997,0.41748,7
0.53061,0.41587,7
0.51773,0.4264,7
0.53625,0.40899,7
0.52509,0.41615,7
0.53053,0.42532,7
0.53588,0.41024,7
0.52318,0.40946,7
0.53511,0.4111,7
0.53223,0.41685,7
0.52891,0.42263,7
0.53632,0.42421,7
0.53146,0.41102,7
0.52635,0.41784,7
0.53498,0.41792,7
0.52896,0.42227,7
0.51597,0.41005,7
0.52996,0.406,7
0.53569,0.41506,7
0.52173,0.42587,7
0.5344,0.41774,7
0.52341,0.4203,7
0.5333,0.41212,7
0.52283,0.41854,7
0.53041,0.41407,7
0.51961,0.42004,7
0.52823,0.4277,7
0.53004,0.42345,7
0.5227,0.4186,7
0.53369,0.4107,7
0.52438,0.40301,7
0.52975,0.40927,7
0.53121,0.41588,7
0.52773,0.41883,7
0.52689,0.41486,7
0.53238,0.40192,7
0.53292,0.42179,7
0.52665,0.41275,7
0.52001,0.4127,7
0.53648,0.41405,7
0.51926,0.40783,7
0.51627,0.42324,7
0.52578,0.41317,7
0.53405,0.4168,7
0.53301,0.42084,7
0.52817,0.41441,7
0.53557,0.40881,7
0.53353,0.41868,7
0.51752,0.4067,7
0.53537,0.41094,7
0.53745,0.41991,7
0.52543,0.4135,7
0.52979,0.41324,7
0.53218,0.4102,7
0.52814,0.4166,7
0.52936,0.4038,7
0.52053,0.41108,7
0.53168,0.41245,7
0.52567,0.42466,7
0.53133,0.41695,7
0.52851,0.41007,7
0.53588,0.41864,7
0.52785,0.40744,7
0.53948,0.41933,7
0.53671,0.4097,7
0.51683,0.41942,7
0.52911,0.42049,7
0.52261,0.4149,7
0.52492,0.41241,7
0.52844,0.42255,7
0.52131,0.38658,7
0.53464,0.4114,7
0.53022,0.4237,7
0.51304,0.4184,7
0.51807,0.42442,7
0.5302,0.40995,7
0.53878,0.41723,7
0.52556,0.41153,7
0.53707,0.41279,7
0.53137,0.3905,7
0.52961,0.40916,7
0.52289,0.41107,7
0.52294,0.41187,7
0.53242,0.41319,7
0.52833,0.40823,7
0.53154,0.41098,7
0.53741,0.41437,7
0.52821,0.41306,7
0.53651,0.40151,7
0.52325,0.41731,7
0.53041,0.41694,7
0.52497,0.41084,7
0.5222,0.41759,7
0.54265,0.40728,7
0.52362,0.41181,7
0.52494,0.40711,7
0.53064,0.4122,7
0.5233,0.41723,7
0.53263,0.41715,7
0.52923,0.4122,7
0.51716,0.39838,7
0.52061,0.41798,7
0.518,0.41112,7
0.51737,0.41705,7
0.53497,0.41285,7
0.5281,0.41511,7
0.52737,0.4088,7
0.52903,0.41274,7
0.5283,0.41857,7
0.5192,0.41354,7
0.53512,0.41445,7
0.52572,0.39956,7
0.53683,0.40992,7
0.53146,0.41414,7
0.52322,0.42244,7
0.53951,0.41231,7
0.52096,0.41295,7
0.51833,0.40979,7
0.53358,0.41731,7
0.53315,0.41443,7
0.52708,0.4085,7
0.52617,0.42289,7
0.52219,0.41271,7
0.52331,0.42024,7
0.53238,0.39897,7
0.52672,0.41872,7
0.53578,0.40844,7
0.51798,0.42066,7
0.52692,0.39943,7
0.53666,0.41923,7
0.52974,0.41939,7
0.53911,0.4101,7
0.52273,0.4093,7
0.53202,0.41893,7
0.53781,0.42485,7
0.5212,0.41398,7
0.53786,0.41429,7
0.52471,0.42103,7
0.53194,0.42172,7
0.54021,0.39872,7
0.52683,0.41455,7
0.52582,0.42514,7
0.5325,0.41761,7
0.5353,0.41853,7
0.52271,0.40085,7
0.53857,0.42543,7
0.53484,0.4178,7
0.52755,0.42051,7
0.52338,0.41344,7
0.53226,0.42061,7
0.53323,0.41326,7
0.53182,0.42611,7
0.52568,0.4082,7
0.5193,0.42451,7
0.52382,0.40065,7
0.53443,0.42464,7
0.53307,0.41603,7
0.53441,0.41493,7
0.52858,0.4202,7
0.53062,0.40843,7
0.53429,0.41353,7
0.54657,0.41576,7
0.54157,0.42246,7
0.52676,0.41589,7
0.5391,0.40121,7
0.52694,0.41811,7
0.52239,0.4127,7
0.52776,0.41436,7
0.52891,0.41475,7
0.53043,0.40794,7
0.53985,0.40793,7
0.53729,0.42134,7
0.53214,0.42222,7
0.52949,0.41403,7
0.53732,0.41024,7
0.52559,0.42059,7
0.52882,0.42226,7
0.53534,0.41862,7
0.53032,0.42252,7
0.53213,0.42345,7
0.54225,0.41039,7
0.53553,0.41648,7
0.53498,0.40801,7
0.52827,0.41959,7
0.52074,0.41331,7
0.51522,0.41503,7
0.5329,0.41753,7
0.53357,0.41841,7
0.52932,0.41679,7
0.52651,0.41354,7
0.53296,0.41047,7
0.53084,0.4159,7
0.51754,0.41606,7
0.52288,0.40783,7
0.52385,0.41762,7
0.53074,0.40879,7
0.51842,0.41547,7
0.51745,0.40334,7
0.54179,0.41273,7
0.52972,0.4074,7
0.52996,0.41758,7
0.52162,0.41702,7
0.54101,0.41841,7
0.52935,0.41849,7
0.52913,0.41246,7
0.53882,0.41548,7
0.54372,0.40162,7
0.52972,0.41572,7
0.53676,0.40175,7
0.52658,0.41698,7
0.5329,0.42173,7
0.53366,0.41398,7
0.52101,0.42031,7
0.5339,0.40283,7
0.53749,0.41382,7
0.54225,0.41383,7
0.53114,0.41429,7
0.52973,0.41148,7
0.51594,0.41237,7
0.52581,0.41425,7
0.53213,0.42174,7
0.53228,0.41827,7
0.52849,0.42374,7
0.52203,0.42435,7
0.5249,0.40769,7
0.53729,0.41532,7
0.5221,0.4181,7
0.52946,0.41924,7
0.52459,0.4052,7
0.51777,0.41865,7
0.5309,0.41097,7
0.52645,0.41321,7
0.52408,0.41463,7
0.52442,0.40913,7
0.53234,0.40717,7
0.53998,0.42063,7
0.52542,0.40487,7
0.52822,0.41524,7
0.53294,0.41734,7
0.53323,0.406,7
0.5184,0.41242,7
0.52424,0.4155,7
0.52657,0.40652,7
0.52474,0.40299,7
0.53081,0.4127,7
0.52058,0.41034,7
0.52214,0.40693,7
0.52749,0.40942,7
0.51878,0.40654,7
0.53656,0.41737,7
0.51263,0.41011,7
0.52401,0.42449,7
0.53432,0.41889,7
0.52886,0.42134,7
0.52732,0.42174,7
0.52526,0.40784,7
0.52072,0.41747,7
0.53499,0.4085,7
0.53137,0.41344,7
0.53098,0.41939,7
0.52223,0.41651,7
0.53443,0.41376,7
0.52653,0.40854,7
0.53747,0.42424,7
0.54083,0.41717,7
0.52555,0.4247,7
0.52976,0.41097,7
0.5299,0.41619,7
0.51791,0.40457,7
0.53055,0.41275,7
0.52476,0.40718,7
0.54125,0.42545,7
0.52038,0.41098,7
0.52655,0.42806,7
0.51839,0.42014,7
0.51815,0.41708,7
0.53219,0.4019,7
0.52732,0.41497,7
0.53146,0.41358,7
0.5301,0.42349,7
0.52297,0.41377,7
0.53229,0.41515,7
0.52697,0.42417,7
0.52242,0.41671,7
0.53127,0.42547,7
0.52245,0.4171,7
0.53974,0.4236,7
0.52184,0.41421,7
0.52582,0.41571,7
0.5234,0.41194,7
0.5195,0.42388,7
0.52536,0.41369,7
0.5201,0.42218,7
0.52903,0.41239,7
0.52072,0.42385,7
0.52802,0.41588,7
0.51204,0.4155,7
0.52568,0.40597,7
0.52977,0.41332,7
0.526,0.41777,7
0.52097,0.41514,7
0.5412,0.41865,7
0.53626,0.415,7
0.52502,0.42375,7
0.51763,0.40897,7
0.53178,0.41546,7
0.52625,0.40896,7
0.53065,0.41372,7
0.53131,0.42129,7
0.5218,0.41531,7
0.52959,0.42176,7
0.52765,0.41399,7
0.53599,0.4216,7
0.53157,0.42058,7
0.53698,0.41038,7
0.53288,0.41497,7
0.53838,0.42468,7
0.54161,0.41047,7
0.5272,0.41042,7
0.52097,0.41715,7
0.54002,0.41677,7
0.52863,0.40613,7
0.52235,0.42247,7
0.52511,0.42354,7
0.53518,0.41043,7
0.54173,0.40539,7
0.53246,0.41816,7
0.54385,0.42152,7
0.52313,0.421,7
0.54014,0.40947,7
0.51924,0.40292,7
0.52539,0.41749,7
0.53932,0.42068,7
0.54519,0.40836,7
0.54026,0.41676,7
0.5307,0.41453,7
0.53491,0.42635,7
0.5154,0.41438,7
0.52985,0.41495,7
0.52545,0.42902,7
0.5333,0.4148,7
0.53028,0.40645,7
0.5308,0.40597,7
0.52859,0.41858,7
0.53423,0.41096,7
0.52335,0.40873,7
0.53752,0.40647,7
0.52704,0.42243,7
0.53435,0.41294,7
0.53573,0.41732,7
0.53761,0.40023,7
0.53145,0.4054,7
0.52282,0.40414,7
0.5304,0.41804,7
0.52886,0.41379,7
0.54197,0.41698,7
0.5316,0.40632,7
0.5319,0.41554,7
0.53165,0.40111,7
0.52891,0.40768,7
0.53488,0.40802,7
0.52662,0.40975,7
0.51777,0.42613,7
0.52732,0.41563,7
0.53127,0.40921,7
0.52754,0.41523,7
0.5374,0.41644,7
0.53069,0.42172,7
0.53161,0.41578,7
0.52051,0.41977,7
0.53017,0.40525,7
0.53181,0.41582,7
0.53541,0.40946,7
0.52335,0.41159,7
0.52439,0.4278,7
0.52152,0.41026,7
0.53093,0.40185,7
0.53587,0.41527,7
0.5355,0.4119,7
0.52249,0.41598,7
0.52777,0.4111,7
0.52959,0.4196,7
0.52836,0.42155,7
0.52275,0.43245,7
0.51502,0.4153,7
0.52777,0.42113,7
0.53379,0.42398,7
0.52116,0.4097,7
0.52613,0.42541,7
0.53145,0.42126,7
0.5155,0.41327,7
0.5355,0.41252,7
0.52494,0.41947,7
0.52607,0.4067,7
0.52526,0.41437,7
0.54045,0.41721,7
0.53388,0.41289,7
0.52837,0.42048,7
0.53432,0.41662,7
0.51672,0.4204,7
0.52458,0.41987,7
0.52588,0.41143,7
0.52433,0.43335,7
0.52568,0.41955,7
0.5384,0.41738,7
0.53,0.41729,7
0.53895,0.41359,7
0.53031,0.41704,7
0.5158,0.4201,7
0.52459,0.40352,7
0.52389,0.41239,7
0.53553,0.41317,7
0.5282,0.41371,7
0.52751,0.41028,7
0.51387,0.4148,7
0.5348,0.41325,7
0.52989,0.41183,7
0.53745,0.42729,7
0.52485,0.41195,7
0.53764,0.42719,7
0.53202,0.41558,7
0.53131,0.40739,7
0.53089,0.42295,7
0.53293,0.40711,7
0.5346,0.41041,7
0.52922,0.41305,7
0.53658,0.41421,7
0.53504,0.41801,7
0.53572,0.42281,7
0.52805,0.41245,7
0.53471,0.41515,7
0.52789,0.41303,7
0.53389,0.4159,7
0.53721,0.4035,7
0.52898,0.41301,7
0.52543,0.41839,7
0.52165,0.42929,7
0.53791,0.40913,7
0.53775,0.40535,7
0.53634,0.42954,7
0.52172,0.42508,7
0.53484,0.41128,7
0.53151,0.41025,7
0.51787,0.40124,7
0.54018,0.42944,7
0.53051,0.40233,7
0.53183,0.40172,7
0.53129,0.40477,7
0.53157,0.42119,7
0.53737,0.41155,7
0.53206,0.41383,7
0.52672,0.40716,7
0.53317,0.41328,7
0.52558,0.40639,7
0.52114,0.40816,7
0.52228,0.40811,7
0.52685,0.41492,7
0.53952,0.40839,7
0.52291,0.41686,7
0.54322,0.41737,7
0.5245,0.41375,7
0.51451,0.40694,7
0.53777,0.41472,7
0.53274,0.41421,7
0.52795,0.41754,7
0.53639,0.40805,7
0.53128,0.42389,7
0.53701,0.41165,7
0.53001,0.41349,7
0.53213,0.41676,7
0.52717,0.41357,7
0.52761,0.41958,7
0.53914,0.40507,7
0.53336,0.4181,7
0.52809,0.41432,7
0.53422,0.40423,7
0.52801,0.42351,7
0.5278,0.415,7
0.53068,0.41274,7
0.52549,0.40968,7
0.51485,0.41025,7
0.52435,0.41635,7
0.52955,0.4164,7
0.53771,0.41643,7
0.52419,0.41529,7
0.53356,0.41392,7
0.53444,0.416,7
0.52663,0.42133,7
0.53813,0.41422,7
0.521,0.4133,7
0.53022,0.42749,7
0.52463,0.41353,7
0.52151,0.41209,7
0.5319,0.41973,7
0.53629,0.4093,7
0.52716,0.41501,7
0.52798,0.42492,7
0.52431,0.41483,7
0.52405,0.40918,7
0.5282,0.41622,7
0.53574,0.41625,7
0.53558,0.40902,7
0.53229,0.4073,7
0.5273,0.41545,7
0.5155,0.39917,7
0.53637,0.42545,7
0.52199,0.41009,7
0.53101,0.4052,7
0.54137,0.42018,7
0.53056,0.41434,7
0.52833,0.41107,7
0.52517,0.40314,7
0.52533,0.40567,7
0.53574,0.40522,7
0.53053,0.40964,7
0.5338,0.39564,7
0.52974,0.41862,7
0.52251,0.41808,7
0.5128,0.40531,7
0.52578,0.41665,7
0.52973,0.40196,7
0.5281,0.41168,7
0.53511,0.4176,7
0.53206,0.40914,7
0.53758,0.41097,7
0.52938,0.4164,7
0.53151,0.41283,7
0.52947,0.40641,7
0.53862,0.41396,7
0.53519,0.41627,7
0.52516,0.40543,7
0.53389,0.42261,7
0.53185,0.40578,7
0.53576,0.42119,7
0.52955,0.41807,7
0.52678,0.40432,7
0.53021,0.42356,7
0.52827,0.41929,7
0.53131,0.407,7
0.52605,0.40757,7
